0.00000E+00		1.14845E+01		1.00000E+01
2.00401E-02		1.10564E+01		1.00401E+01
4.00802E-02		1.07296E+01		1.00801E+01
6.01202E-02		9.08157E+00		1.01202E+01
8.01603E-02		8.81937E+00		1.01601E+01
1.00200E-01		1.12628E+01		1.02001E+01
1.20240E-01		1.07925E+01		1.02399E+01
1.40281E-01		1.00328E+01		1.02796E+01
1.60321E-01		9.93422E+00		1.03193E+01
1.80361E-01		1.05042E+01		1.03588E+01
2.00401E-01		9.45328E+00		1.03981E+01
2.20441E-01		8.99308E+00		1.04373E+01
2.40481E-01		1.04166E+01		1.04763E+01
2.60521E-01		1.15791E+01		1.05152E+01
2.80561E-01		1.12141E+01		1.05538E+01
3.00601E-01		1.24008E+01		1.05922E+01
3.20641E-01		1.07588E+01		1.06304E+01
3.40681E-01		1.01601E+01		1.06683E+01
3.60721E-01		1.10449E+01		1.07059E+01
3.80762E-01		1.16321E+01		1.07433E+01
4.00802E-01		9.42580E+00		1.07803E+01
4.20842E-01		1.09824E+01		1.08171E+01
4.40882E-01		1.19706E+01		1.08535E+01
4.60922E-01		1.08617E+01		1.08895E+01
4.80962E-01		9.37166E+00		1.09253E+01
5.01002E-01		1.05071E+01		1.09606E+01
5.21042E-01		1.14169E+01		1.09956E+01
5.41082E-01		1.06716E+01		1.10301E+01
5.61122E-01		1.08132E+01		1.10643E+01
5.81162E-01		1.19013E+01		1.10980E+01
6.01202E-01		9.45708E+00		1.11313E+01
6.21242E-01		1.04097E+01		1.11641E+01
6.41283E-01		1.19591E+01		1.11964E+01
6.61323E-01		1.02990E+01		1.12283E+01
6.81363E-01		1.23115E+01		1.12597E+01
7.01403E-01		1.14384E+01		1.12906E+01
7.21443E-01		1.24522E+01		1.13209E+01
7.41483E-01		1.17124E+01		1.13508E+01
7.61523E-01		1.18891E+01		1.13800E+01
7.81563E-01		1.11708E+01		1.14088E+01
8.01603E-01		1.18036E+01		1.14369E+01
8.21643E-01		1.18872E+01		1.14645E+01
8.41683E-01		1.01697E+01		1.14915E+01
8.61723E-01		1.07959E+01		1.15179E+01
8.81764E-01		1.24038E+01		1.15437E+01
9.01804E-01		9.68504E+00		1.15689E+01
9.21844E-01		1.18060E+01		1.15934E+01
9.41884E-01		1.19369E+01		1.16173E+01
9.61924E-01		1.21446E+01		1.16406E+01
9.81964E-01		1.20261E+01		1.16632E+01
1.00200E+00		1.23820E+01		1.16851E+01
1.02204E+00		1.33714E+01		1.17064E+01
1.04208E+00		1.20066E+01		1.17269E+01
1.06212E+00		1.24164E+01		1.17468E+01
1.08216E+00		1.28302E+01		1.17660E+01
1.10220E+00		1.25729E+01		1.17844E+01
1.12224E+00		1.04345E+01		1.18022E+01
